"ID","Region","Regulated Dam","Primary Purpose","Primary Type","Years Modified","Spillway","Hazard","Assessment","Height (m)","Length (km)","Volume (m3)","Year Completed","Surface (km2)","Drainage (km2)","Last Inspection Date","Inspection Frequency","Distance to Nearest City (km)","Assessment Date","Probability of Failure","Loss given failure - prop (Qm)","Loss given failure - liab (Qm)","Loss given failure - BI (Qm)"
"SOAD10227","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",6.863,0.217,0,1937,0.25019,0,1984-05-22,0,82.01,2014-06-18,0.0999,269.1,22.3,3.6
"SOAD11325","Navaldia","Yes","Flood Risk Reduction","Earth","2015H","Uncontrolled","High","Satisfactory",10.257,0.427,32050,1954,0.18715,10.65316,2021-04-26,5,8.01,2022-02-14,0.071,15.5,708.6,7.5
"SOAD19325","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2008O","Uncontrolled","Low","Not Rated",11.295,0.977,120630,1963,0.21473,0,2018-07-23,5,6.63,2014-06-18,0.1185,44.1,19.9,6.3
"SOAD19340","Lyndrassia","No","Irrigation","Earth","2018F","Controlled","High","Not Rated",8.416,0.1,0,1973,0.24428,3496.89977,1979-06-25,0,33.06,2014-06-18,0.1171,613.5,125.4,30.6
"SOAD00116","Navaldia","Yes","Recreation","Earth","1989O","Uncontrolled","High","Fair",11.091,0.2,40350,1966,0.15366,53.2658,2022-08-17,5,3.36,2023-07-31,0.0948,29.7,684.6,9
"SOAD00176","Navaldia","Yes","Recreation","Earth","1988H;1988S","Uncontrolled","High","Fair",5.797,0.122,2e+05,1910,0.32308,15.97974,2021-01-25,1,20.23,2022-04-20,0.1113,383.7,881.9,6.2
"SOAD05260","Navaldia","Yes","Recreation","Earth","2009H;2009S","Uncontrolled","Low","Not Rated",2.423,2.167,30130,1960,0,0,1983-02-02,0,39.92,2014-06-18,0.0963,44.7,6.8,9.1
"SOAD05844","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",13.28,0.107,20000,1950,0.22852,23.96961,2022-02-22,1,9.28,2017-09-01,0.1261,44.8,279.8,28.4
"SOAD09478","Lyndrassia","No","Flood Risk Reduction","Earth","1937","Controlled","Low","Not Rated",8.896,0.37,0,1948,0.25807,6168.17964,1981-02-23,0,24.65,2014-06-18,0.056,694.3,372.6,6.6
"SOAD16421","Navaldia","Yes","Flood Risk Reduction","Earth","2007S","Uncontrolled","High","Poor",11.036,0.183,0,1961,0.05516,5.32658,2020-11-20,1,3.14,2015-02-27,0.1258,10.2,834.9,7.9
"SOAD16498","Flumevale","Yes","Water Supply","Rockfill","1996O","Uncontrolled","High","Satisfactory",6.359,0.063,5729,1988,0.24231,0,2022-06-27,1,8.01,2022-06-27,0.093,11.7,321.1,64
"SOAD02671","Navaldia","No","Recreation","Earth","1988S","Uncontrolled","Significant","Not Rated",8.123,0.383,4e+05,1993,0.26792,7.98987,2013-10-15,5,11.28,2014-06-18,0.187,491.9,266.4,8.1
"SOAD02780","Flumevale","Yes","Hydroelectric","Earth","1973;1993","Uncontrolled","Low","Satisfactory",5.141,2.067,1600,1990,0.24822,210.39991,2022-05-19,3,16.22,2023-09-29,0.0756,398.3,194.9,94.5
"SOAD02929","Flumevale","Yes","Water Supply","Earth","1990","Uncontrolled","Low","Satisfactory",6.263,0.633,32545,1959,0.5516,26.6329,2022-04-26,0.5,50.62,2017-09-01,0.0757,36.6,22.1,57.6
"SOAD07829","Flumevale","Yes","Water Supply","Earth","2000","Uncontrolled","Low","Satisfactory",7.689,0.055,0,1905,0.47477,2.66329,2022-05-31,0.5,32.61,2017-09-01,0.058,66.7,11.8,26.2
"SOAD12029","Navaldia","Yes","Fish and Wildlife Pond","Earth","2006O","Uncontrolled","Low","Not Rated",2.904,0,12500,1989,0.34672,1358.2779,1977-07-08,0,6.53,2014-06-18,0.0772,638.1,20,7.4
"SOAD20073","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",13.232,0.143,42500,1942,0.21867,21.30632,2020-04-07,1,13.26,2018-02-08,0.1425,42.1,107.5,8.9
"SOAD00417","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1983S","Uncontrolled","Significant","Not Rated",7.172,0.347,0,1957,0.3743,0,2008-07-08,0,1.63,2014-06-18,0.1062,270.9,129.1,40.8
"SOAD01372","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",9.487,0.601,0,1955,0.23246,3265.19354,1979-05-15,0,14.79,2014-06-18,0.1081,43,227.3,7.3
"SOAD03218","Navaldia","Yes","Flood Risk Reduction","Earth","1978H","Uncontrolled","High","Fair",6.199,0.363,47000,1912,0.39991,13.31645,2022-04-22,5,7.3,2022-06-30,0.0845,434.5,351.7,11.8
"SOAD03349","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",10.541,0.433,40770,1965,0.07683,7.98987,2010-05-19,5,10.73,2015-05-19,0.07,39.4,217.2,9.5
"SOAD03532","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",6.741,0.408,55950,1970,0.06698,7.98987,2018-08-06,5,35.57,2014-06-18,0.0657,23.1,5.6,6.8
"SOAD03792","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2008O","Uncontrolled","Low","Not Rated",10.219,0.233,12000,1960,0.11032,0,1987-04-14,0,109.94,2014-06-18,0.1125,9.6,8.1,8.9
"SOAD06872","Navaldia","No","Irrigation","Earth","1997O","Uncontrolled","Significant","Not Rated",6.465,0.467,29965,1972,0,5.32658,2009-03-17,5,46.37,2014-06-18,0.1292,23.4,141.3,8.5
"SOAD07392","Navaldia","Yes","Flood Risk Reduction","Earth","2002S","Uncontrolled","High","Fair",17.003,0.333,99255,1970,0.08668,5.32658,2019-01-14,5,3.27,2019-11-08,0.0982,24.4,561,8
"SOAD08573","Navaldia","Yes","Flood Risk Reduction","Earth","2010S","Uncontrolled","Low","Not Rated",11.611,0.456,57500,1961,0.00591,117.18476,1978-02-16,0,45.78,2014-06-18,0.0929,28.4,8.7,6.5
"SOAD10141","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",12.952,0.487,115820,1987,0.08274,7.98987,1996-03-27,0,115.86,2014-06-18,0.0867,9.3,19.4,11.1
"SOAD15680","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1985O","Uncontrolled","Low","Not Rated",3.706,0.323,56550,1972,0.74072,7.98987,2011-01-04,5,151.33,2014-06-18,0.0722,709.5,12.6,6.5
"SOAD17496","Flumevale","Yes","Irrigation","Earth","1985S;1993H;1993S;2000M;2000S","Uncontrolled","Significant","Fair",6.594,0.057,3825,1935,0.20488,47.93922,2021-05-24,2,8.17,2021-05-24,0.1303,15.3,250,3.1
"SOAD02913","Navaldia","Yes","Flood Risk Reduction","Earth","1975H;2017S","Uncontrolled","Low","Not Rated",9.002,0.327,46664,1974,0.13987,5.32658,1983-08-12,0,52.15,2014-06-18,0.0799,13.3,23.2,8.6
"SOAD05938","Navaldia","Yes","Water Supply","Earth","2013S","Uncontrolled","Significant","Fair",11.629,1.433,110662,1988,0.13002,0,2022-11-09,5,1.54,2023-05-31,0.118,27.4,226.3,29.2
"SOAD06107","Navaldia","No","Recreation","Earth","1953O","Uncontrolled","Significant","Not Rated",6.439,0.307,0,1949,0.20291,0,2007-12-18,0,1.67,2014-06-18,0.1872,27.8,444.2,8.1
"SOAD09112","Lyndrassia","No","Flood Risk Reduction","Gravity","1968","Controlled","Low","Fair",12.766,0.253,66143.52,1964,0.40385,93.21515,2019-11-09,5,0,2019-11-09,0.0678,328,352.2,4.8
"SOAD14511","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",11.578,0.353,50770,1967,0.10835,5.32658,2002-04-09,0,34.43,2014-06-18,0.0826,37.9,12.4,12.7
"SOAD02596","Navaldia","Yes","Recreation","Earth","2009H","Uncontrolled","High","Fair",9.593,0.375,48750,1971,0.21276,2.66329,2019-06-05,5,3.31,2019-10-01,0.0662,26.9,666,7
"SOAD01018","Flumevale","Yes","Water Supply","Earth","1963;1963;1963;1984;2010","Uncontrolled","High","Unsatisfactory",6.462,0.45,6110,1939,0.25019,0,2022-06-08,1,3.2,2022-06-08,0.1258,445.5,564.2,40
"SOAD01578","Navaldia","Yes","Irrigation","Earth","2001","Uncontrolled","Low","Not Rated",7.283,0.092,0,1966,0.11229,0,2007-09-26,0,12.5,2014-06-18,0.1046,35.8,15.9,1.1
"SOAD13369","Flumevale","Yes","Flood Risk Reduction","Earth","2005H;2005S","Uncontrolled","Low","Fair",11.801,0.262,52425,1958,0.24428,29.29619,2020-10-06,3,25.82,2018-10-25,0.0951,41.2,190.1,67.1
"SOAD13774","Lyndrassia","Yes","Tailings","Earth","2000","Uncontrolled","High","Satisfactory",13.605,0.362,40000,2006,0.26989,7.98987,2022-11-08,3,1.58,2007-12-21,0.0799,418.5,776.7,4.3
"SOAD14763","Flumevale","Yes","Water Supply","Earth","2009H","Uncontrolled","High","Satisfactory",12.732,0.167,59000,1953,0.2758,2.66329,2021-12-01,1,0,2017-09-01,0.0924,635.4,521.7,33.9
"SOAD08184","Navaldia","No","Hydroelectric","Buttress","2007S","Uncontrolled","Low","Satisfactory",9.804,0.27,19386,1906,0.53978,6192.14925,2018-05-30,3,4.97,2023-04-11,0.078,35.9,101.4,75.3
"SOAD09302","Navaldia","No","Water Supply","Earth","1960","Uncontrolled","Low","Not Rated",6.726,0.237,116790,1965,0.20291,0,1994-11-03,5,50.52,2014-06-18,0.0795,22.2,16.1,35.1
"SOAD15657","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",10.525,0.267,48080,1967,0.07289,7.98987,2013-05-23,5,91.78,2014-06-18,0.0904,44.5,20,7
"SOAD18210","Navaldia","Yes","Other","Earth","2011M","Uncontrolled","High","Fair",100.553,1.033,84300,1982,0.18912,0,2021-04-01,1,4.65,2017-09-01,0.1074,19.9,596.5,66.1
"SOAD01466","Navaldia","Yes","Water Supply","Earth","2007H","Uncontrolled","High","Satisfactory",24.133,0.191,330000,1896,0.15957,5.32658,2020-12-11,1,0.16,2017-09-01,0.0967,24.5,495,71
"SOAD02427","Flumevale","Yes","Irrigation","Earth","1970H;1970M;1970S","Uncontrolled","Low","Fair",6.241,0.053,3500,1899,0.23837,0,2018-08-09,6,14.9,2020-10-16,0.0751,46.9,403.4,42.1
"SOAD03245","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",12.021,0.267,24675,1952,0.2167,0,2009-02-12,10,78.87,2014-06-18,0.0904,13.3,23.4,15.5
"SOAD04735","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",16.294,0.45,59496,1959,0.09456,5.32658,2017-07-10,5,176.65,2014-06-18,0.0908,7.6,6.2,8.9
"SOAD06998","Navaldia","Yes","Flood Risk Reduction","Earth","1982H;2015S","Uncontrolled","High","Fair",7.401,0.4,211900,1898,47.65036,21588.62874,2019-12-05,5,0,2020-02-24,0.0655,886.9,924.4,22.1
"SOAD14021","Lyndrassia","No","Recreation","Buttress","1936","Uncontrolled","Low","Not Rated",11.446,0.667,0,1961,0.20094,10751.70173,1981-08-01,0,31.25,2014-06-18,0.1225,42.1,116.2,6.8
"SOAD15815","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2004S","Uncontrolled","Significant","Not Rated",10.024,0.133,0,1993,0.20685,6043.00501,1994-06-29,0,0,2009-06-09,0.1665,25,903.7,6.8
"SOAD16542","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",10.426,0.66,59500,1949,0.17139,15.97974,2021-08-03,2,67.11,2021-05-06,0.1323,14.6,171.5,46.8
"SOAD18671","Navaldia","Yes","Irrigation","Earth","2006H","Uncontrolled","Low","Not Rated",2.809,0.133,6481,1947,0,0,1976-03-03,0,43.57,2014-06-18,0.1109,40.6,21.8,24.4
"SOAD19028","Navaldia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",7.804,0.413,61460,1965,0.23443,7.98987,1983-08-12,0,31.36,2014-06-18,0.0754,36.5,19.8,3.7
"SOAD06325","Lyndrassia","Yes","Recreation","Earth","2000","Uncontrolled","High","Satisfactory",14.237,0.15,7070,2016,0.20291,0,2021-09-21,3,6.52,2020-10-09,0.0995,16.2,106.1,9.5
"SOAD10391","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",11.182,0.333,45730,1964,0.09653,5.32658,2006-07-26,0,64.1,2014-06-18,0.1146,5.5,6,2.2
"SOAD11294","Navaldia","Yes","Recreation","Earth","1985H","Uncontrolled","Significant","Fair",6.809,0.3,16000,1977,0.30732,15.97974,2018-11-13,5,0,2019-09-10,0.1134,355.6,546.8,5.7
"SOAD11645","Flumevale","Yes","Irrigation","Earth","1973","Uncontrolled","Low","Unsatisfactory",6.11,0.32,29282,1900,0.38218,0,2022-06-16,6,1.58,2012-07-09,0.0887,617.9,206.7,24.6
"SOAD12719","Lyndrassia","Yes","Recreation","Earth","2000","Uncontrolled","High","Satisfactory",16.653,0.248,45000,2000,0.13199,2.66329,2022-03-30,3,0,2007-12-19,0.0979,43.2,696.9,8.3
"SOAD14629","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",2.415,2.933,70450,1965,0.24428,0,2009-03-24,5,2.3,2014-06-18,0.0877,685.2,23,31.2
"SOAD17330","Navaldia","Yes","Water Supply","Earth","1985S","Uncontrolled","Low","Not Rated",19.587,0.1,67,1931,0.13593,306.27835,1992-12-01,0,33.61,2014-06-18,0.0798,42.5,10.4,17.6
"SOAD18354","Navaldia","Yes","Irrigation","Earth","2006S","Uncontrolled","Low","Not Rated",2.783,1.667,55565,1963,0.41764,0,1984-01-20,0,1.53,2014-06-18,0.1176,425,14.1,11.3
"SOAD18591","Navaldia","No","Recreation","Earth","2000O","Uncontrolled","Low","Not Rated",6.586,0.207,23000,1950,0.26398,10.65316,2012-05-23,5,86.32,2017-05-23,0.0858,331.4,121,4.1
"SOAD18958","Navaldia","No","Water Supply","Earth","1989S","Uncontrolled","Low","Not Rated",8.305,0.346,0,1955,0.26004,0,1982-11-23,0,83.8,2014-06-18,0.1066,559.8,16.8,30.4
"SOAD04498","Lyndrassia","Yes","Recreation","Earth","2001","Uncontrolled","High","Satisfactory",12.763,0.333,160000,2004,0.14578,7.98987,2023-02-08,2,1.14,2007-12-21,0.0804,36.5,261.8,4.2
"SOAD09960","Lyndrassia","No","Recreation","Gravity","1937","Uncontrolled","Low","Not Rated",5.114,0.617,0,1920,0.40188,1899088.23069,1978-06-21,0,15.99,2014-06-18,0.092,396,194.6,9
"SOAD10452","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",13.248,0.177,33120,1973,0.20094,0,2010-03-24,6,89.93,2015-03-24,0.0898,8.5,21.2,7.6
"SOAD14076","Navaldia","No","Water Supply","Earth","2006S","Uncontrolled","Low","Not Rated",13.775,0.277,15870,1965,0.16745,0,1984-07-16,0,4.81,2014-06-18,0.1281,44.5,20.2,64.7
"SOAD16466","Lyndrassia","Yes","Recreation","Earth","1995","Uncontrolled","Low","Satisfactory",13.386,0.26,130000,1983,0.26792,5.32658,2018-10-23,5,99.1,2007-12-19,0.0477,339,198.3,8.5
"SOAD01522","Navaldia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",6.436,0.242,11886.95,1948,0.2955,0,1975-07-02,0,78.68,2014-06-18,0.1257,275.1,19.5,7.6
"SOAD04137","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Low","Not Rated",10.196,0.333,0,1914,0.08471,18.64303,2009-08-07,5,15.77,2014-06-18,0.1028,16.8,270.7,12.3
"SOAD11947","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2007S","Uncontrolled","Low","Not Rated",19.276,0.191,125000,2008,0.13396,7.98987,2015-12-04,5,43.41,2020-12-04,0.0995,33.7,18.7,8.5
"SOAD13055","Flumevale","Yes","Water Supply","Earth","1956;1976;2004","Uncontrolled","High","Fair",6.967,0.777,48331,1935,0.24034,0,2022-09-26,1,3.22,2022-09-26,0.1194,13.8,427.8,45.9
"SOAD03495","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",9.293,0.197,0,1958,0.26201,2665.95329,1978-11-10,0,1.66,2014-06-18,0.0946,602.7,181.9,4.1
"SOAD13845","Navaldia","Yes","Recreation","Earth","2003S;2012H","Uncontrolled","High","Fair",4.045,0.13,10400,1926,0.68556,7.98987,2020-04-20,1,4.92,2017-06-20,0.1027,224.4,664.6,3.7
"SOAD16301","Flumevale","Yes","Irrigation","Earth","2019","Uncontrolled","Low","Fair",7.216,0.167,0,1954,0.24231,7.98987,2020-08-11,6,21.11,2019-07-30,0.0466,12.8,155.9,30.5
"SOAD00050","Flumevale","Yes","Fish and Wildlife Pond","Earth","2002","Uncontrolled","Low","Not Rated",11.541,0.167,11481,1912,0,7.98987,2017-06-29,10,17.46,2014-06-18,0.0706,22.2,244.5,47
"SOAD03318","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",9.634,0.183,0,1955,0.23049,9566.53768,1979-06-25,0,4.73,2014-06-18,0.075,36.1,350.8,7
"SOAD06306","Lyndrassia","Yes","Recreation","Earth","1987","Uncontrolled","High","Satisfactory",19.026,0.265,90000,1972,0.08274,2.66329,2021-09-21,2,4.7,2007-12-21,0.0861,46.2,609.8,3.9
"SOAD10260","Flumevale","Yes","Other","Gravity","2008O","Uncontrolled","Low","Satisfactory",10.833,0.081,2325,1977,0.31323,2111.98897,2022-08-30,0.5,9.28,2017-09-01,0.0699,583.6,233.4,46.8
"SOAD12201","Flumevale","Yes","Water Supply","Earth","2007H","Uncontrolled","High","Satisfactory",13.818,0.16,58500,1960,0.22064,2.66329,2022-02-10,1,0.84,2017-09-01,0.0882,45.1,701.2,28.3
"SOAD13030","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",8.711,0.276,92960,1961,0.28959,5.32658,2008-05-14,6,36.06,2014-06-18,0.0812,121.1,14.5,3.3
"SOAD19566","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",11.042,0.333,59710,1976,0.12214,5.32658,2002-04-09,0,24.83,2014-06-18,0.1082,7.8,446.3,68.7
"SOAD02296","Lyndrassia","Yes","Other","Earth","1987","Uncontrolled","Low","Satisfactory",15.583,0.09,33000,1937,0.23443,29.29619,2020-11-10,5,18.54,2007-12-19,0.0367,28.7,130.1,23.6
"SOAD05125","Lyndrassia","No","Recreation","Earth","1983S","Uncontrolled","Significant","Not Rated",10.478,0.317,0,2007,0.29944,6319.98717,2007-01-25,0,34.61,2014-06-18,0.1469,224.6,178.9,5.9
"SOAD06937","Navaldia","Yes","Other","Earth","2005O","Uncontrolled","Low","Not Rated",25.636,1.017,98000,1976,0.08865,0,2018-07-23,5,39.97,2014-06-18,0.061,40.3,17.6,8.6
"SOAD11715","Flumevale","Yes","Water Supply","Earth","2013","Uncontrolled","Significant","Satisfactory",14.499,0.082,21600,1998,0.2167,0,2021-07-27,2,38.83,2021-07-27,0.1126,33.6,229.1,52.6
"SOAD12458","Flumevale","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2011S","Uncontrolled","Significant","Not Rated",3.437,0.125,2467,1907,0.43537,143.81766,2015-09-29,5,1.61,2017-09-01,0.0864,463.7,192.2,35.6
"SOAD17382","Navaldia","No","Other","Earth","2007O","Uncontrolled","Low","Not Rated",7.65,0.7,41874,1914,0,0,1970-06-18,0,43.57,2014-06-18,0.1142,15.7,10.6,43.2
"SOAD03965","Lyndrassia","No","Recreation","Earth","2003","Uncontrolled","High","Not Rated",11.484,0.092,0,1950,0.2167,1153.20457,1979-05-17,0,1.53,2014-06-18,0.1201,25.6,243.4,9.5
"SOAD04460","Flumevale","Yes","Water Supply","Earth","2022","Uncontrolled","High","Satisfactory",6.461,1.912,16637,1925,0.29156,0,2022-05-19,1,3.35,2022-05-19,0.0947,370.5,323.2,54.2
"SOAD05352","Navaldia","No","Irrigation","Earth","1953S","Uncontrolled","Significant","Not Rated",7.014,0.229,21700,1944,0.2364,18.64303,2009-06-02,5,19.69,2014-06-18,0.1386,15,286.9,40.4
"SOAD07347","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",6.822,0.317,33548,1972,0.24034,0,1973-02-21,0,80.96,2014-06-18,0.1057,30.1,20.8,23.2
"SOAD08704","Lyndrassia","Yes","Recreation","Earth","1987","Uncontrolled","High","Satisfactory",16.112,0.197,50000,1982,0.18518,2.66329,2022-07-26,3,25.89,2007-12-21,0.0896,23.8,203.9,3.5
"SOAD11158","Lyndrassia","Yes","Recreation","Earth","1994","Uncontrolled","Low","Satisfactory",16.676,0.2,125000,1990,0.19109,0,2023-02-07,5,7.9,2007-12-19,0.0311,23.9,155.6,7.7
"SOAD12279","Navaldia","No","Water Supply","Earth","1985O","Uncontrolled","Low","Not Rated",10.811,0.384,22226,1975,0,0,1972-03-10,0,35.33,2014-06-18,0.0939,20.3,10,21.9
"SOAD14056","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",10.029,0.233,0,1928,0.42749,7.98987,2021-12-09,1,36.06,2017-09-01,0.1333,35.6,69.6,30.7
"SOAD16496","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",15.955,0.333,91500,1956,0.07486,5.32658,2007-09-25,2,35.33,2014-06-18,0.1313,27.2,22.5,6.3
"SOAD19373","Flumevale","Yes","Hydroelectric","Concrete","1994O","Uncontrolled","High","Satisfactory",12.694,0.34,4000,1913,0.44325,15.97974,2023-08-08,1,1.61,2023-09-29,0.0978,255.7,844.6,88.3
"SOAD01012","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","High","Not Rated",3.536,0.011,0,1958,0.68162,828.28319,1981-03-27,0,15.29,2014-06-18,0.1023,24.8,213.1,8.9
"SOAD05484","Navaldia","Yes","Flood Risk Reduction","Earth","1978H","Uncontrolled","High","Fair",8.951,0.683,51760,1971,0.11229,5.32658,2020-03-17,5,1.56,2021-03-22,0.0852,18,594.8,18
"SOAD12351","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",12.113,0.058,0,1955,0.20882,1123.90838,1979-06-25,0,16.46,2014-06-18,0.0702,16.7,440.9,6.1
"SOAD14509","Flumevale","Yes","Flood Risk Reduction","Earth","2005H;2005S","Uncontrolled","Low","Fair",19.42,0.115,75065,1963,0.14972,50.60251,2022-09-15,3,4.91,2004-05-21,0.0851,21.7,96.9,4.5
"SOAD16633","Navaldia","No","Water Supply","Earth","1960","Uncontrolled","Low","Not Rated",5.678,0.293,15785,1976,0,0,2009-02-04,5,26.53,2014-06-18,0.0608,10.4,16.2,69
"SOAD18240","Flumevale","Yes","Recreation","Earth","2009","Uncontrolled","Significant","Fair",14.572,0.293,64890,1938,0.23246,173.11385,2022-10-17,2,37.43,2022-10-17,0.1369,26.6,222.5,6.3
"SOAD18739","Lyndrassia","No","Irrigation","Earth","2018F","Controlled","High","Not Rated",11.475,0.107,0,1970,0.20488,30236.33137,1990-02-13,0,18.39,2014-06-18,0.0928,34.5,289.5,6.7
"SOAD20135","Lyndrassia","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Fair",8.441,0.45,56417,1944,0.14578,31.95948,2009-04-14,5,49.49,2014-06-18,0.0643,16.8,48.3,25.2
"SOAD20405","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",9.513,0.223,0,1968,0.23246,21942.84631,1981-03-05,0,1.64,2014-06-18,0.0616,39.3,283.3,8.6
"SOAD04885","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","High","Satisfactory",22.474,0.185,81500,1979,0.02955,7.98987,2020-11-02,1,4.62,2015-07-24,0.0829,24.2,917,20.4
"SOAD05388","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1993","Uncontrolled","Low","Satisfactory",13.364,0.233,50000,1964,0.16351,0,2021-01-28,2,31.92,2016-01-08,0.0728,27.1,50.9,18.4
"SOAD10441","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1942","Uncontrolled","High","Not Rated",10.297,0.04,0,1964,0.20291,4295.88677,1990-08-13,0,25.13,2014-06-18,0.1522,39.6,246,3.2
"SOAD13702","Navaldia","Yes","Flood Risk Reduction","Earth","2019O","Uncontrolled","High","Fair",12.027,0.543,28600,1984,0.14578,5.32658,2021-11-23,5,0,2018-02-28,0.0772,23.1,853.7,6.4
"SOAD14572","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",17.778,0.35,86730,1963,0.05122,7.98987,2010-10-20,2,8.24,2014-06-18,0.1206,34.9,20.8,4.2
"SOAD19699","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",7.198,0,0,1956,0.31717,3592.77821,1980-06-02,0,8.09,2014-06-18,0.1121,324.4,277.6,6.5
"SOAD03079","Navaldia","No","Other","Gravity","2009S","Uncontrolled","Low","Not Rated",3.591,0.07,2171,1921,0,0,1971-11-17,6,30.36,2014-06-18,0.0494,22.7,9.2,39.4
"SOAD10013","Lyndrassia","Yes","Irrigation","Earth","2015","Uncontrolled","Significant","Fair",8.128,0.133,0,1952,1.46371,15.97974,1981-10-28,0,34.85,2014-06-18,0.1322,368.3,162.1,35.9
"SOAD11997","Navaldia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",5.357,0.4,93330,1959,0,0,2010-03-31,5,55.22,2014-06-18,0.0951,12.3,9.8,26.6
"SOAD13974","Lyndrassia","Yes","Recreation","Earth","1988","Uncontrolled","High","Satisfactory",14.627,0.36,198000,1970,0.24231,2.66329,2023-01-18,3,20.9,2007-12-21,0.0863,19.3,192.8,6.5
"SOAD18319","Flumevale","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Fair",7.035,0.473,35764,1949,0.20488,7.98987,1998-01-01,0,25.23,2019-07-30,0.0948,14.4,403.6,14.3
"SOAD18573","Lyndrassia","No","Flood Risk Reduction","Gravity","1966","Uncontrolled","Low","Poor",6.184,0.45,28659,1966,0.57327,93.21515,2017-10-24,5,96.83,2017-10-24,0.088,272.2,77.1,5
"SOAD19641","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",11.7,0.233,85680,1974,0.08274,5.32658,1986-07-17,0,66.53,2014-06-18,0.0761,9.2,48.8,7.8
"SOAD00115","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",11.121,0.183,34027,1965,0.00788,2119.97884,1991-05-17,0,20.95,2014-06-18,0.1306,29.6,11.2,7.4
"SOAD00119","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",7.359,0.45,12567,1966,0,0,1972-01-12,0,61.83,2014-06-18,0.1097,39,14.1,10.4
"SOAD05440","Navaldia","Yes","Recreation","Earth","2009H;2009S","Uncontrolled","High","Not Rated",14.424,0.242,82560,1970,0.16548,0,2011-01-12,3,4.83,2016-01-12,0.1024,38.5,813.3,4.7
"SOAD11000","Navaldia","Yes","Irrigation","Earth","2001","Uncontrolled","Low","Not Rated",3.48,0.15,1700,1949,0,0,1985-03-20,0,48.61,2014-06-18,0.0791,20.4,19.7,21.6
